Disease,Country,Hospital_Type,Treatment_Type,Stay_Days,City,Room_Type,Treatment_Cost,Travel_Expense,Stay_Cost,Total_Cost
Knee Replacement,Canada,Public,Non-Surgical,1.0,Singapore,VIP Suite,8529.33,2728.69,1422.78,12680.8
Dental Implants,USA,Public,Radiotherapy,29.0,Singapore,Private,4457.24,2314.88,18463.25,25235.37
Cataract Surgery,France,Public,Radiotherapy,13.0,Singapore,General Ward,14717.69,1072.71,1990.77,17781.17
Dental Implants,Australia,Private,Radiotherapy,11.0,Dubai,Semi-Private,4165.56,884.09,3284.58,8334.23
Oncology Treatment,France,Private,Chemotherapy,29.0,Bangkok,General Ward,30238.49,2679.37,2684.49,35602.35
Cosmetic Surgery,Australia,Public,Surgical,13.0,Bangkok,General Ward,8943.08,2552.37,1230.88,12726.33
Spinal Fusion,UK,Public,Surgical,27.0,Dubai,Private,13927.43,1985.33,14721.97,30634.74
Dental Implants,Canada,Public,Radiotherapy,4.0,Istanbul,Private,3664.27,4678.27,1756.86,10099.39
Dental Implants,UAE,Public,Chemotherapy,17.0,Singapore,General Ward,5937.58,2803.05,2420.01,11160.64
Knee Replacement,Canada,Private,Surgical,22.0,Seoul,VIP Suite,4872.72,3650.67,34025.59,42548.99
Cataract Surgery,France,Public,Radiotherapy,16.0,Mumbai,Semi-Private,3158.28,2156.87,3187.42,8502.57
Cataract Surgery,France,Premium International,Surgical,23.0,Dubai,VIP Suite,14362.21,1754.21,36559.57,52675.99
Oncology Treatment,UAE,Premium International,Surgical,9.0,Mumbai,VIP Suite,19630.2,472.76,9433.39,29536.35
Spinal Fusion,UAE,Private,Radiotherapy,37.0,Mumbai,General Ward,15064.37,2536.39,3963.8,21564.56
Cataract Surgery,UK,Public,Chemotherapy,25.0,Mumbai,VIP Suite,13119.6,2957.95,24554.41,40631.97
Dental Implants,USA,Premium International,Surgical,8.0,Kuala Lumpur,VIP Suite,11111.92,3291.91,7693.18,22097.01
Heart Bypass,UK,Private,Non-Surgical,17.0,Singapore,Semi-Private,25755.11,703.88,5154.39,31613.38
Heart Bypass,UAE,Private,Non-Surgical,8.0,Singapore,VIP Suite,10922.45,1449.65,12523.75,24895.85
Cosmetic Surgery,France,Premium International,Radiotherapy,7.0,Dubai,General Ward,14284.11,1069.27,1051.21,16404.6
Dental Implants,Canada,Public,Radiotherapy,22.0,Bangkok,General Ward,2205.79,3637.17,2224.12,8067.08
Cataract Surgery,UK,Private,Non-Surgical,20.0,Singapore,Semi-Private,8221.89,1163.24,6050.32,15435.45
Spinal Fusion,UAE,Private,Chemotherapy,40.0,Seoul,Private,4709.48,2075.49,25146.12,31931.09
Oncology Treatment,UK,Public,Non-Surgical,25.0,Kuala Lumpur,VIP Suite,11665.93,2803.26,25187.0,39656.19
Heart Bypass,Canada,Private,Chemotherapy,21.0,Singapore,VIP Suite,57286.69,2314.15,30320.0,89920.84
Oncology Treatment,UK,Public,Surgical,25.0,Singapore,Private,45362.63,524.25,14387.7,60274.58
Dental Implants,Germany,Public,Chemotherapy,17.0,Singapore,Private,5344.71,2610.99,10198.21,18153.91
Oncology Treatment,Australia,Public,Radiotherapy,18.0,Seoul,VIP Suite,39002.03,2453.64,25209.77,66665.44
Cataract Surgery,UAE,Private,Chemotherapy,6.0,Bangkok,General Ward,10936.3,2555.67,553.39,14045.36
Oncology Treatment,Australia,Private,Radiotherapy,12.0,Singapore,Semi-Private,14498.23,2477.55,3421.38,20397.16
Dental Implants,Australia,Premium International,Radiotherapy,17.0,Kuala Lumpur,General Ward,3219.69,1743.73,1680.57,6643.99
Heart Bypass,Canada,Premium International,Non-Surgical,30.0,Bangkok,VIP Suite,58618.11,4019.13,29267.1,91904.34
Heart Bypass,Australia,Premium International,Chemotherapy,34.0,Seoul,General Ward,78373.52,821.7,5350.12,84545.33
Knee Replacement,UAE,Public,Non-Surgical,16.0,Singapore,VIP Suite,5678.55,2187.06,24812.36,32677.97
Dental Implants,France,Premium International,Chemotherapy,9.0,Mumbai,General Ward,12316.09,2003.94,938.21,15258.24
Heart Bypass,UAE,Public,Chemotherapy,21.0,Singapore,Semi-Private,30362.65,2523.22,6027.14,38913.0
Oncology Treatment,UK,Public,Non-Surgical,27.0,Bangkok,Semi-Private,39019.92,916.86,5826.75,45763.52
Spinal Fusion,USA,Public,Radiotherapy,37.0,Singapore,Semi-Private,10631.91,942.2,12259.69,23833.8
Cosmetic Surgery,USA,Private,Non-Surgical,15.0,Mumbai,Semi-Private,8633.36,4397.74,2803.86,15834.97
Oncology Treatment,France,Premium International,Non-Surgical,8.0,Dubai,General Ward,34305.39,638.94,1222.27,36166.6
Cataract Surgery,Australia,Private,Surgical,28.0,Singapore,Private,19459.0,2317.13,16444.03,38220.15
Spinal Fusion,UAE,Premium International,Non-Surgical,12.0,Dubai,Semi-Private,7397.65,2484.8,3702.98,13585.43
Knee Replacement,UK,Premium International,Chemotherapy,8.0,Kuala Lumpur,Semi-Private,21429.01,1176.46,1644.99,24250.46
Cataract Surgery,USA,Public,Non-Surgical,28.0,Singapore,General Ward,14333.45,1507.03,4326.95,20167.43
Cataract Surgery,UK,Premium International,Chemotherapy,5.0,Mumbai,Semi-Private,10986.55,1396.65,1112.84,13496.04
Cataract Surgery,Germany,Private,Radiotherapy,7.0,Mumbai,General Ward,12163.49,1345.13,727.67,14236.28
Cataract Surgery,Germany,Premium International,Non-Surgical,18.0,Singapore,General Ward,25314.28,2781.94,2759.59,30855.81
Heart Bypass,Germany,Public,Chemotherapy,27.0,Mumbai,VIP Suite,25020.26,2289.22,25204.08,52513.56
Oncology Treatment,UAE,Premium International,Non-Surgical,14.0,Kuala Lumpur,General Ward,81097.51,1689.82,1312.33,84099.66
Spinal Fusion,UAE,Private,Chemotherapy,10.0,Dubai,General Ward,7727.58,2576.85,1493.31,11797.73
Spinal Fusion,UAE,Public,Chemotherapy,30.0,Istanbul,General Ward,10567.99,925.25,2914.07,14407.3
Dental Implants,UAE,Private,Surgical,25.0,Dubai,General Ward,5765.07,697.98,3591.7,10054.74
Oncology Treatment,UAE,Private,Surgical,3.0,Kuala Lumpur,VIP Suite,67992.4,599.34,3121.79,71713.53
Heart Bypass,Germany,Public,Radiotherapy,31.0,Istanbul,Semi-Private,16920.61,1157.46,5944.54,24022.62
Oncology Treatment,France,Premium International,Chemotherapy,22.0,Dubai,General Ward,69980.97,2065.54,3162.98,75209.49
Oncology Treatment,France,Public,Surgical,10.0,Mumbai,VIP Suite,33920.75,1414.43,10245.74,45580.91
Spinal Fusion,Germany,Public,Non-Surgical,42.0,Bangkok,General Ward,14381.72,1591.35,4112.27,20085.34
Knee Replacement,Canada,Public,Surgical,6.0,Bangkok,General Ward,6662.71,4516.59,623.37,11802.66
Cataract Surgery,UAE,Public,Radiotherapy,3.0,Bangkok,General Ward,8600.98,1747.23,303.84,10652.05
Heart Bypass,France,Private,Surgical,35.0,Seoul,VIP Suite,48432.77,2035.82,52604.83,103073.42
Cosmetic Surgery,Germany,Private,Radiotherapy,16.0,Mumbai,VIP Suite,4710.44,2548.35,16554.78,23813.57
Spinal Fusion,USA,Public,Chemotherapy,9.0,Seoul,Semi-Private,12802.88,4133.98,2792.08,19728.94
Cataract Surgery,USA,Public,Chemotherapy,,Dubai,General Ward,4463.37,2374.33,1671.83,8509.53
Spinal Fusion,USA,Private,Non-Surgical,11.0,Bangkok,Private,3999.71,1532.78,4391.09,9923.57
Cataract Surgery,France,Premium International,Radiotherapy,23.0,Seoul,Semi-Private,13192.02,2314.58,6725.06,22231.66
Heart Bypass,UK,Private,Surgical,12.0,Istanbul,General Ward,32605.12,2750.26,1214.36,36569.73
Cataract Surgery,USA,Public,Radiotherapy,7.0,Bangkok,VIP Suite,4960.67,1510.27,7331.96,13802.89
Cosmetic Surgery,UK,Premium International,Radiotherapy,29.0,Seoul,Private,23633.24,730.06,16853.74,41217.04
Spinal Fusion,Australia,Premium International,Radiotherapy,40.0,Istanbul,Semi-Private,18407.99,1586.25,8342.58,28336.82
Spinal Fusion,Australia,Premium International,Chemotherapy,7.0,Istanbul,General Ward,6898.34,1517.56,717.75,9133.64
Spinal Fusion,Germany,Premium International,Chemotherapy,36.0,Dubai,VIP Suite,19557.34,1500.93,53116.78,74175.05
Heart Bypass,UK,Public,Surgical,44.0,Dubai,Semi-Private,9164.18,498.29,13106.99,22769.46
Spinal Fusion,Germany,Premium International,Surgical,10.0,Singapore,Private,13775.92,2298.61,6470.47,22544.99
Knee Replacement,UK,Public,Chemotherapy,21.0,Seoul,General Ward,14272.12,2264.83,3012.89,19549.84
Knee Replacement,Canada,Public,Non-Surgical,26.0,Mumbai,Semi-Private,9040.74,2811.9,5129.64,16982.28
Cataract Surgery,Canada,Premium International,Surgical,10.0,Dubai,Private,16315.54,1666.63,6440.94,24423.11
Dental Implants,France,Premium International,Surgical,28.0,Seoul,General Ward,6449.08,2826.16,4649.69,13924.92
Spinal Fusion,Canada,Private,Non-Surgical,43.0,Singapore,Semi-Private,15254.56,2496.8,12900.27,30651.63
Knee Replacement,USA,Public,Chemotherapy,7.0,Dubai,VIP Suite,2662.97,2778.68,9840.33,15281.98
Cosmetic Surgery,Germany,Public,Surgical,28.0,Bangkok,Semi-Private,11067.27,2781.38,5871.09,19719.74
Spinal Fusion,Australia,Public,Surgical,33.0,Singapore,VIP Suite,8107.69,1717.29,50692.62,60517.6
Oncology Treatment,France,Premium International,Chemotherapy,14.0,Kuala Lumpur,VIP Suite,48875.96,1743.82,13404.02,64023.79
Spinal Fusion,Germany,Premium International,Radiotherapy,11.0,Dubai,General Ward,19848.75,2673.5,1819.66,24341.92
Dental Implants,UAE,Public,Radiotherapy,14.0,Kuala Lumpur,VIP Suite,3303.25,1860.87,13673.42,18837.54
Dental Implants,UK,Public,Non-Surgical,22.0,Singapore,Semi-Private,4874.14,1323.52,6969.23,13166.89
Knee Replacement,USA,Private,Chemotherapy,7.0,Mumbai,Semi-Private,3903.55,2134.7,1351.11,7389.36
Cataract Surgery,Canada,Public,Surgical,1.0,Seoul,General Ward,8639.65,3451.47,130.23,12221.36
Cosmetic Surgery,USA,Private,Surgical,16.0,Seoul,General Ward,12837.45,1136.26,2351.03,16324.74
Knee Replacement,USA,Premium International,Surgical,17.0,Kuala Lumpur,Semi-Private,20487.5,3707.12,3245.88,27440.5
Dental Implants,Germany,Premium International,Chemotherapy,16.0,Istanbul,VIP Suite,2080.58,2452.26,16105.62,20638.45
Heart Bypass,France,Public,Radiotherapy,13.0,Singapore,Private,22656.41,955.56,8282.6,31894.57
Spinal Fusion,UK,Private,Non-Surgical,42.0,Singapore,Private,16542.88,1860.55,25648.53,44051.96
Dental Implants,Germany,Private,Radiotherapy,29.0,Singapore,VIP Suite,5832.68,1225.4,42142.05,49200.13
Cosmetic Surgery,Australia,Premium International,Chemotherapy,26.0,Singapore,Private,11679.95,2979.93,15284.41,29944.28
Heart Bypass,USA,Premium International,Chemotherapy,21.0,Istanbul,General Ward,15236.06,2605.27,1872.62,19713.95
Knee Replacement,Australia,Public,Radiotherapy,12.0,Kuala Lumpur,Private,11826.73,931.68,4771.71,17530.12
Dental Implants,UK,Public,Chemotherapy,3.0,Seoul,Private,3841.75,2577.3,1728.62,8147.67
Dental Implants,Germany,Premium International,Non-Surgical,8.0,Mumbai,General Ward,9285.0,2706.73,826.22,12817.95
Spinal Fusion,UAE,Public,Non-Surgical,32.0,Istanbul,Semi-Private,8469.7,2582.53,7100.18,18152.41
Spinal Fusion,France,Public,Surgical,27.0,Dubai,General Ward,11323.73,966.92,4175.12,16465.78
Oncology Treatment,Germany,Premium International,Radiotherapy,23.0,Singapore,VIP Suite,110371.9,2567.46,33791.66,146731.01
Dental Implants,UAE,Private,Non-Surgical,3.0,Kuala Lumpur,General Ward,8055.87,2113.78,307.06,10476.71
Heart Bypass,France,Premium International,Chemotherapy,19.0,Seoul,General Ward,,2411.62,2957.84,75726.61
Knee Replacement,Canada,Public,Radiotherapy,15.0,Mumbai,Private,6134.68,1914.14,6329.81,14378.63
Cosmetic Surgery,UAE,Public,Radiotherapy,14.0,Dubai,Semi-Private,13379.69,2220.01,4157.03,19756.72
Spinal Fusion,Germany,Public,Surgical,10.0,Istanbul,Private,14882.41,2603.36,3901.57,21387.34
Spinal Fusion,USA,Premium International,Radiotherapy,34.0,Mumbai,Semi-Private,16839.49,1586.03,7035.22,25460.74
Spinal Fusion,Canada,Public,Non-Surgical,24.0,Mumbai,Private,3704.84,4109.36,9673.65,17487.85
Spinal Fusion,UAE,Public,Surgical,25.0,Dubai,Semi-Private,10938.34,2476.5,7534.9,20949.74
Heart Bypass,Germany,Private,Non-Surgical,39.0,Istanbul,VIP Suite,37677.45,2295.75,39903.41,79876.62
Cosmetic Surgery,France,Premium International,Chemotherapy,13.0,Istanbul,Semi-Private,7335.38,1911.77,2828.21,12075.36
Spinal Fusion,France,Public,Chemotherapy,26.0,Istanbul,Semi-Private,14510.71,2554.24,5361.9,22426.86
Dental Implants,Canada,Premium International,Chemotherapy,23.0,Mumbai,General Ward,5217.5,3914.12,2296.13,11427.75
Oncology Treatment,Germany,Private,Non-Surgical,7.0,Singapore,VIP Suite,40738.29,1544.28,10665.55,52948.12
Dental Implants,Canada,Private,Radiotherapy,7.0,Istanbul,Semi-Private,2814.69,1591.53,1280.85,5687.07
Spinal Fusion,France,Public,Non-Surgical,34.0,Singapore,Semi-Private,6465.98,2143.54,10369.35,18978.87
Cosmetic Surgery,UAE,Premium International,Chemotherapy,2.0,Seoul,Semi-Private,21776.03,2307.98,645.36,24729.37
Cosmetic Surgery,Canada,Private,Radiotherapy,23.0,Bangkok,General Ward,19122.11,2122.62,2413.06,23657.79
Knee Replacement,USA,Private,Surgical,18.0,Bangkok,VIP Suite,13588.57,3811.57,19101.47,36501.61
Heart Bypass,USA,Private,Radiotherapy,22.0,Kuala Lumpur,Semi-Private,,3003.76,4683.91,49030.57
Heart Bypass,Canada,Private,Chemotherapy,31.0,Seoul,Private,36778.95,4152.73,19620.79,60552.48
Cosmetic Surgery,Australia,Premium International,Chemotherapy,27.0,Bangkok,General Ward,6917.85,1870.45,2586.97,11375.27
Cataract Surgery,Canada,Public,Non-Surgical,22.0,Istanbul,VIP Suite,8843.47,3048.06,21237.72,33129.25
Knee Replacement,Canada,Premium International,Chemotherapy,29.0,Bangkok,Private,23114.5,1329.18,11995.19,36438.87
Cosmetic Surgery,Germany,Private,Chemotherapy,22.0,Seoul,Private,14858.9,2072.12,12329.25,29260.27
Cataract Surgery,USA,Public,Radiotherapy,24.0,Kuala Lumpur,General Ward,8066.8,4064.88,2312.05,14443.73
Spinal Fusion,Germany,Premium International,Surgical,22.0,Bangkok,VIP Suite,19695.25,2415.41,21809.35,43920.0
Cosmetic Surgery,France,Private,Surgical,21.0,Mumbai,General Ward,3470.42,2190.72,1981.65,7642.8
Cataract Surgery,UK,Premium International,Surgical,20.0,Seoul,VIP Suite,10444.6,2732.15,29028.55,42205.3
Cataract Surgery,USA,Public,Non-Surgical,8.0,Bangkok,General Ward,5336.04,1486.13,780.51,7602.69
Cosmetic Surgery,Canada,Premium International,Radiotherapy,17.0,Mumbai,Private,8618.47,2867.2,6732.46,18218.13
Cosmetic Surgery,Germany,Public,Chemotherapy,8.0,Mumbai,Semi-Private,12460.43,1075.49,1594.86,15130.78
Spinal Fusion,UK,Premium International,Chemotherapy,23.0,Mumbai,Private,19714.17,907.6,9274.05,29895.82
Cosmetic Surgery,UK,Public,Radiotherapy,13.0,Singapore,Semi-Private,2403.99,2390.44,4187.17,8981.59
Cosmetic Surgery,Canada,Private,Chemotherapy,8.0,Mumbai,Semi-Private,8022.19,3941.22,1593.97,13557.39
Cosmetic Surgery,Australia,Premium International,Surgical,24.0,Seoul,VIP Suite,18142.59,873.76,36872.78,55889.14
Knee Replacement,Canada,Private,Chemotherapy,10.0,Dubai,Semi-Private,17178.49,3089.25,2902.64,23170.39
Spinal Fusion,USA,Premium International,Radiotherapy,32.0,Singapore,General Ward,20027.37,4212.2,4630.29,28869.86
Cataract Surgery,UAE,Premium International,Chemotherapy,25.0,Bangkok,Semi-Private,21728.22,2892.05,4895.96,29516.23
Dental Implants,USA,Private,Surgical,26.0,Seoul,Semi-Private,2508.91,3703.79,8510.65,14723.34
Knee Replacement,Germany,Private,Surgical,12.0,Mumbai,VIP Suite,16418.59,2233.58,11869.96,30522.13
Heart Bypass,Australia,Public,Chemotherapy,11.0,Seoul,Private,10274.0,663.95,6518.04,17455.98
Cosmetic Surgery,Germany,Public,Surgical,2.0,Mumbai,VIP Suite,11850.92,641.57,1825.57,14318.05
Dental Implants,Germany,Private,Chemotherapy,9.0,Istanbul,Semi-Private,1614.19,,1762.21,5761.0
Oncology Treatment,Australia,Public,Chemotherapy,22.0,Bangkok,Private,20259.79,1877.49,9276.38,31413.67
Heart Bypass,France,Private,Radiotherapy,23.0,Kuala Lumpur,VIP Suite,23863.02,1019.16,22020.92,46903.1
Cosmetic Surgery,Germany,Private,Radiotherapy,15.0,Dubai,Semi-Private,5145.32,2008.95,4304.25,11458.53
Cataract Surgery,France,Public,Non-Surgical,23.0,Istanbul,General Ward,8616.56,509.28,2224.3,11350.14
Cosmetic Surgery,Canada,Private,Non-Surgical,25.0,Singapore,General Ward,13972.72,996.29,3864.42,18833.42
Cataract Surgery,Canada,Public,Radiotherapy,4.0,Mumbai,VIP Suite,10942.81,4250.82,3941.54,19135.16
Dental Implants,USA,Premium International,Radiotherapy,3.0,Istanbul,General Ward,6296.75,2447.32,297.52,9041.58
Cataract Surgery,Canada,Private,Chemotherapy,28.0,Kuala Lumpur,Semi-Private,10973.02,3364.34,5423.18,19760.54
Oncology Treatment,Canada,Premium International,Surgical,2.0,Seoul,General Ward,98443.05,4400.97,280.96,103124.98
Knee Replacement,France,Private,Non-Surgical,29.0,Kuala Lumpur,General Ward,10124.28,1634.09,3009.16,14767.53
Cosmetic Surgery,France,Private,Surgical,4.0,Dubai,VIP Suite,14360.01,1714.9,5483.41,21558.32
Knee Replacement,Australia,Private,Chemotherapy,3.0,Mumbai,Private,16902.2,2160.53,1271.59,20334.32
Heart Bypass,USA,Premium International,Surgical,41.0,Dubai,VIP Suite,74531.48,2347.08,66572.15,143450.72
Heart Bypass,UK,Public,Radiotherapy,16.0,Bangkok,General Ward,31908.68,1080.5,1450.41,34439.59
Cosmetic Surgery,USA,Private,Surgical,10.0,Seoul,General Ward,17028.61,1053.51,1415.05,19497.16
Spinal Fusion,Canada,Premium International,Surgical,13.0,Kuala Lumpur,Semi-Private,6886.31,1569.98,2586.19,11042.49
Spinal Fusion,USA,Premium International,Non-Surgical,32.0,Mumbai,General Ward,24338.82,3531.59,3044.68,30915.09
Cataract Surgery,UAE,Private,Non-Surgical,27.0,Istanbul,Private,15619.86,1164.48,11221.24,28005.58
Cosmetic Surgery,UAE,Public,Non-Surgical,29.0,Mumbai,General Ward,5686.41,1197.7,2764.84,9648.96
Oncology Treatment,Germany,Public,Surgical,15.0,Kuala Lumpur,Private,26775.3,1847.86,5644.18,34267.33
Dental Implants,Canada,Premium International,Chemotherapy,25.0,Kuala Lumpur,VIP Suite,5356.87,2013.02,26959.75,34329.64
Dental Implants,Canada,Private,Non-Surgical,22.0,Kuala Lumpur,VIP Suite,3971.92,2002.45,22374.56,28348.93
Oncology Treatment,USA,Public,Chemotherapy,18.0,Singapore,Semi-Private,9922.84,3222.73,5385.16,18530.72
Oncology Treatment,UAE,Premium International,Non-Surgical,3.0,Dubai,Private,66887.7,2627.9,1635.66,71151.27
Knee Replacement,Canada,Private,Non-Surgical,24.0,Istanbul,VIP Suite,12698.63,4046.58,25763.5,42508.71
Knee Replacement,UAE,Private,Chemotherapy,1.0,Seoul,General Ward,11080.01,1045.65,154.78,12280.44
Oncology Treatment,UK,Private,Chemotherapy,19.0,Singapore,VIP Suite,19766.1,3014.39,30186.48,52966.97
Heart Bypass,France,Private,Surgical,36.0,Istanbul,VIP Suite,25381.14,857.3,35331.35,61569.79
Knee Replacement,USA,Public,Chemotherapy,10.0,Bangkok,Semi-Private,5169.18,3145.36,1934.29,10248.82
Knee Replacement,UK,Public,Non-Surgical,9.0,Singapore,VIP Suite,8187.17,529.25,13282.85,21999.26
Cataract Surgery,UAE,Private,Surgical,4.0,Mumbai,VIP Suite,5612.36,1244.61,4324.44,11181.41
Dental Implants,UK,Private,Non-Surgical,24.0,Kuala Lumpur,Semi-Private,4589.0,2644.07,4732.9,11965.97
Cataract Surgery,Germany,Private,Non-Surgical,29.0,Seoul,VIP Suite,18867.51,2624.43,43248.45,64740.39
Dental Implants,Canada,Premium International,Surgical,8.0,Singapore,General Ward,3336.58,2419.28,1187.15,6943.01
Heart Bypass,Germany,Premium International,Non-Surgical,38.0,Kuala Lumpur,Private,67619.97,2362.65,15718.8,85701.42
Oncology Treatment,Canada,Private,Radiotherapy,21.0,Mumbai,General Ward,57619.44,2209.36,2114.1,61942.9
Spinal Fusion,Australia,Premium International,Surgical,31.0,Bangkok,General Ward,12311.98,1904.94,2976.67,17193.59
Spinal Fusion,Australia,Private,Radiotherapy,7.0,Bangkok,Private,9319.23,2055.48,2959.22,14333.94
Spinal Fusion,USA,Premium International,Chemotherapy,18.0,Mumbai,General Ward,16724.51,1826.69,1861.16,20412.36
Heart Bypass,France,Premium International,Surgical,25.0,Kuala Lumpur,Semi-Private,28129.85,1708.02,5048.88,34886.75
Oncology Treatment,Canada,Public,Chemotherapy,24.0,Bangkok,VIP Suite,11612.63,1276.07,24788.84,37677.53
Spinal Fusion,Canada,Private,Non-Surgical,44.0,Mumbai,Private,12768.76,1329.76,17961.84,32060.36
Cataract Surgery,France,Premium International,Chemotherapy,7.0,Seoul,Private,14873.39,1062.4,4348.28,20284.06
Cosmetic Surgery,Germany,Public,Surgical,22.0,Bangkok,General Ward,,3007.77,2220.51,11095.45
Oncology Treatment,France,Private,Radiotherapy,9.0,Singapore,Semi-Private,27945.35,804.21,2619.84,31369.4
Spinal Fusion,USA,Private,Non-Surgical,23.0,Mumbai,Semi-Private,4360.69,1196.17,4593.01,10149.87
Cosmetic Surgery,UK,Premium International,Radiotherapy,22.0,Kuala Lumpur,VIP Suite,19144.49,657.9,21914.81,41717.2
Oncology Treatment,Germany,Private,Non-Surgical,1.0,Mumbai,VIP Suite,17839.37,1516.78,963.59,20319.74
Spinal Fusion,France,Private,Chemotherapy,,Bangkok,Private,4083.74,750.53,6596.63,11430.9
Cosmetic Surgery,USA,Private,Chemotherapy,16.0,Singapore,General Ward,12237.23,4287.91,2214.86,18740.01
Oncology Treatment,France,Private,Chemotherapy,4.0,Seoul,General Ward,22303.72,1222.44,617.87,24144.04
Oncology Treatment,UK,Private,Radiotherapy,6.0,Istanbul,General Ward,56199.55,613.81,524.03,57337.39
Oncology Treatment,France,Public,Non-Surgical,1.0,Bangkok,Semi-Private,14537.31,2606.9,203.61,17347.82
Dental Implants,UAE,Private,Chemotherapy,12.0,Seoul,General Ward,1631.38,1975.24,1872.67,5479.28
